gene_id,withPeakN,sumRP,RP_rank,log2FoldChange,padj,diff_rank,rankProduct,rankOf_rankProduct,gene_category,symbol,fullname,Second
AT5G51670,3,2.939946489939945,107,0.019217086877866406,0.7045491510912774,960,102720,189,static,NA,NA,NA
AT2G44670,3,2.996273648334007,97,0.04863171116331256,0.8976543923593606,1084.5,105196.5,190,static,NA,NA,NA
AT3G61380,2,2.1041934893491296,253,0.7382149505398223,0.014287628862300467,422,106766,191,static,TRM14,TON1 Recruiting Motif 14,NA
AT1G08100,3,1.5107572753558092,598,3.6407680218974576,2.1037061388253823e-6,179,107042,192,up,ACH2,NA,"ATNRT2.2--NITRATE TRANSPORTER 2.2,   NRT2.2--nitrate transporter 2.2,   NRT2;2AT--NA"
AT5G16200,2,1.5491221614858903,568,1.7354630502011723,5.15138481349615e-6,192,109056,193,up,NA,NA,NA
AT1G14360,4,2.5755104352824594,162,0.08008989374064991,0.22089877466169247,677.5,109755,194,static,ATUTR3,NA,UTR3--UDP-galactose transporter 3
AT1G23040,5,1.6397289576339336,502,1.22100740523877,2.0495274484358768e-5,219,109938,195,up,NA,NA,NA
AT3G15170,3,1.9585301184182415,319,0.759788492278846,0.0034936041675852143,345,110055,196,static,ANAC054,Arabidopsis NAC domain containing protein 54,"ATNAC1--NA,   CUC1--CUP-SHAPED COTYLEDON1"
AT1G14520,3,1.937734468046118,334,1.2300232492417964,0.0024764169558780216,330,110220,197,up,MIOX1,myo-inositol oxygenase 1,NA
AT1G06520,3,2.0430113547870734,280,2.0383302457872623,0.010052836004677653,397,111160,198,up,ATGPAT1,GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1,"GPAT1--GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1,   sn-2-GPAT1--GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1"
AT1G02050,2,1.3924724316926864,694,1.4397962131050481,4.589553693176224e-7,163,113122,199,up,LAP6,LESS ADHESIVE POLLEN 6,PKSA--polyketide synthase A
AT4G03060,2,0.8794333519055684,1436,4.207717153844423,6.478601277825882e-13,79,113444,200,up,AOP2,alkenyl hydroxalkyl producing 2,NA
AT1G18100,1,1.0756802735845983,1040,2.414368162545724,6.66526701648967e-10,110,114400,201,up,E12A11,NA,MFT--MOTHER OF FT AND TFL1
AT4G25780,1,2.129926195472342,242,1.0310143866478965,0.030303484328768896,475,114950,202,up,AtCAPE2,NA,NA
AT5G03760,4,1.7060800938433973,456,2.3090591739545325,1.630162248760101e-4,256,116736,203,up,ATCSLA09,NA,"ATCSLA9--NA,   CSLA09--NA,   CSLA9--CELLULOSE SYNTHASE LIKE A9,   RAT4--RESISTANT TO AGROBACTERIUM TRANSFORMATION 4"
AT4G22940,1,1.9234081454126588,345,0.9388382164221629,0.003347490755041811,342,117990,204,static,NA,NA,NA
AT4G16563,4,4.0619222451282955,24,-7.267057993318037e-4,0.9999650917215911,5030.5,120732,205,static,NA,NA,NA
AT4G10380,4,1.6673123231136509,478,0.985224443274099,1.349391598057604e-4,253,120934,206,static,AtNIP5;1,NA,"NIP5;1--NOD26-like intrinsic protein 5;1,   NLM6--NOD26-LIKE MIP 6,   NLM8--NOD26-LIKE MIP 8"
AT1G04160,2,1.266429738976929,824,0.9154337415071178,1.2573252624526104e-7,148,121952,207,static,ATXIB,ARABIDOPSIS THALIANA MYOSIN XI B,"XI-8--MYOSIN XI-8,   XI-B--MYOSIN XI B,   XIB--myosin XI B"
AT2G04500,2,1.8034602677551492,407,0.6486197759909536,0.0010616561894648381,301,122507,208,static,NA,NA,NA
AT3G61150,5,1.9372571753534873,335,0.448392011255433,0.007068357296920152,372.5,124787.5,209,static,HD-GL2-1,HOMEODOMAIN-GLABRA2 1,HDG1--homeodomain GLABROUS 1
AT2G45430,3,4.0428664735196405,25,2.6040041036153033e-4,0.9999650917215911,5030.5,125762.5,210,static,AHL22,AT-hook motif nuclear-localized protein 22,NA
AT3G21380,3,2.8122517239122335,128,0.088891650522534435,0.7786746585060013,1001,128128,211,static,NA,NA,NA
AT5G60220,1,1.0195040605510481,1141,2.495610461722441,1.2900603090504441e-9,113,128933,212,up,TET4,tetraspanin4,NA
AT2G08790,2,2.1274786030747617,244,0.810943961599451,0.0641770299374452,530,129320,213,static,NA,NA,NA
AT4G27290,4,0.6920740660437931,1992,1.3990024667203171,1.1417315882248729e-14,65,129480,214,up,NA,NA,NA
AT3G28153,3,0.3987825305411998,2966,3.728929237008154,6.505312102419923e-21,44,130504,215,up,NA,NA,NA
AT4G37520,4,1.7169004324822283,445,1.9836625042882818,8.904144047923347e-4,295,131275,216,up,NA,NA,NA
AT2G42620,4,2.6463211125788977,147,0.044620268296911805,0.5998410380940468,896,131712,217,static,AtMAX2,NA,"MAX2--MORE AXILLARY BRANCHES 2,   ORE9--ORESARA 9,   PPS--PLEIOTROPIC PHOTOSIGNALING"
AT4G16380,2,2.3492602117153036,196,0.06625416175855747,0.22978867575187312,684,134064,218,static,NA,NA,NA
AT1G73390,2,2.3631863142009975,190,0.16310983363009415,0.2600121474935687,707,134330,219,static,NA,NA,NA
AT2G34925,2,0.857704804735405,1498,2.5985675379863418,3.14164715919065e-11,90,134820,220,up,CLE42,CLAVATA3/ESR-RELATED 42,NA
AT5G19890,1,1.3509829177985295,741,3.891242315122346,4.027287313819524e-6,187,138567,221,up,NA,NA,NA
AT1G76800,1,0.3032574451936362,3443,3.2896461764269693,8.658776402333037e-22,41,141163,222,up,AtVTL2,NA,VTL2--Vacuolar Iron Transporter-Like 2
AT4G16740,2,1.6012197486483184,529,4.757874410387454,2.482097087816254e-4,267,141243,223,up,ATTPS03,terpene synthase 03,TPS03--terpene synthase 03
AT1G29290,4,1.9679187456983962,314,0.909825707794251,0.019979197178857665,451,141614,224,static,NA,NA,NA
AT2G21770,1,0.9680263197865013,1238,1.6972200709752825,1.4987141971928978e-9,115,142370,225,up,CESA09,NA,CESA9--cellulose synthase A9
AT2G47260,5,2.7740110592978517,132,0.02283613272076904,0.8976543923593606,1084.5,143154,226,static,ATWRKY23,WRKY DNA-BINDING PROTEIN 23,WRKY23--WRKY DNA-binding protein 23
AT5G22390,1,1.6622086948537225,481,1.9499006690209175,9.627749647878394e-4,298,143338,227,up,NA,NA,NA
AT3G29370,3,1.830796858254458,385,1.3967731072600071,0.007068357296920152,372.5,143412.5,228,up,P1R3,P1R3,NA
AT1G75295,2,1.506311254839665,602,1.9362706935657408,7.543375851817136e-5,245,147490,229,up,NA,NA,NA
AT5G64530,2,0.8759579062216207,1446,2.173926305340099,3.842284936773413e-10,102.5,148215,230,up,ANAC104,Arabidopsis NAC domain containing protein 104,XND1--xylem NAC domain 1
AT5G09605,3,4.689499563598931,13,0.014159994345163527,NA,11644,151372,231,static,NA,NA,NA
AT4G37553,7,2.3389305269926615,199,0.1527713121507925,0.3600993010671098,762,151638,232,static,NA,NA,NA
AT1G13590,1,1.7548560968401659,430,1.0757601461141055,0.0047189022939916675,355,152650,233,up,ATPSK1,phytosulfokine 1 precursor,PSK1--phytosulfokine 1 precursor
AT3G55700,1,1.7109760728302623,452,1.4429245508437192,0.003407351475461088,344,155488,234,up,NA,NA,NA
AT5G66580,4,3.9456956955752225,31,2.4012491613616222e-4,0.9999650917215911,5030.5,155945.5,235,static,NA,NA,NA
AT1G73680,3,1.090606537007255,1017,2.0602370739866376,2.1850928755523907e-7,155,157635,236,up,ALPHA DOX2,alpha dioxygenase,alpha-DOX2--alpha-dioxygenase 2
AT1G33060,1,0.9937706411262287,1195,1.0970008483673024,4.083134934976915e-8,132,157740,237,up,ANAC014,NAC 014,NAC014--NAC 014
AT1G19840,2,0.934360458598704,1313,1.8758929440380254,6.4386318412141176e-9,121,158873,238,up,SAUR53,SMALL AUXIN UPREGULATED RNA 53,NA
AT1G69490,2,1.35366625835532,737,1.9253007105375874,1.987308451014085e-5,218,160666,239,up,ANAC029,Arabidopsis NAC domain containing protein 29,"ATNAP--NAC-LIKE, ACTIVATED BY AP3/PI,   NAP--NAC-like, activated by AP3/PI"
AT1G61260,5,1.9548931586206593,324,0.42772751415752214,0.04506450873500821,498,161352,240,static,NA,NA,NA
AT1G27740,3,1.855089528160829,372,1.1091941705717703,0.017579125613781256,437,162564,241,up,RSL4,root hair defective 6-like 4,NA
AT1G07440,5,1.2545527236846616,836,1.476958279567282,5.450112057716456e-6,196,163856,242,up,NA,NA,NA
AT5G46330,2,2.352906323002724,193,0.08376160283843431,0.5095152774117967,851.5,164339.5,243,static,FLS2,FLAGELLIN-SENSITIVE 2,NA
AT5G45880,1,1.5573118775089603,564,3.0175608430962724,6.696439583140429e-4,292,164688,244,up,NA,NA,NA
AT3G26790,1,1.7733960183843374,421,1.2175766199751874,0.00950684221305843,391.5,164821.5,245,up,FUS3,FUSCA3,NA
AT3G05150,1,1.99797570780749,296,0.43601073347524033,0.09242051826202934,562,166352,246,static,NA,NA,NA
AT3G04170,3,1.6374290777410614,503,2.9076512670010546,0.0030060291520650167,339,170517,247,up,NA,NA,NA
AT4G24120,3,1.1961927901176244,878,1.3248707402916275,5.314692327788159e-6,195,171210,248,up,ATYSL1,YELLOW STRIPE LIKE 1,YSL1--YELLOW STRIPE like 1
AT4G26940,2,1.4423382243290481,653,0.7549369143442023,2.0905986381408452e-4,263,171739,249,static,NA,NA,NA
AT1G67050,2,1.2810276073567706,812,1.3740268967696256,1.6634902009778353e-5,214,173768,250,up,NA,NA,NA
AT3G29030,3,1.9570047298592563,320,0.545851963173931,0.07910146474756181,549,175680,251,static,ATEXP5,ARABIDOPSIS THALIANA EXPANSIN 5,"ATEXPA5--ARABIDOPSIS THALIANA EXPANSIN A5,   ATHEXP ALPHA 1.4--NA,   EXP5--EXPANSIN 5,   EXPA5--expansin A5"
AT5G38750,3,1.0650052128649055,1061,3.2896926834948874,8.820179779027889e-7,168,178248,252,up,NA,NA,NA
AT3G11410,8,2.1959891145298727,225,0.11074770791578949,0.418574859731926,793,178425,253,static,AHG3,ABA-HYPERSENSITIVE GERMINATION 3,"ATPP2CA--ARABIDOPSIS THALIANA PROTEIN PHOSPHATASE 2CA,   PP2CA--protein phosphatase 2CA"
AT4G19030,2,2.118585382239929,247,0.17477435534663233,0.2996094366098347,725,179075,254,static,AT-NLM1,NA,"ATNLM1--NOD26-LIKE MAJOR INTRINSIC PROTEIN 1,   NIP1;1--NOD26-LIKE INTRINSIC PROTEIN 1;1,   NLM1--NOD26-like major intrinsic protein 1"
AT5G60300,2,2.5134981409572834,176,0.026872187933343852,0.7990100357042647,1023.5,180136,255,static,DORN1,Does not Respond to Nucleotides 1,"LecRK-I.9--L-type lectin receptor kinase I.9,   P2K1--NA"
AT1G04250,5,1.947291349381458,330,0.3785586587613957,0.07813262908304275,546.5,180345,256,static,AtIAA17,NA,"AXR3--AUXIN RESISTANT 3,   IAA17--indole-3-acetic acid inducible 17"
AT4G00730,6,2.027393997678763,284,0.053382823969735226,0.16791860894246777,643,182612,257,static,AHDP,ARABIDOPSIS THALIANA HOMEODOMAIN PROTEIN,ANL2--ANTHOCYANINLESS 2
AT1G15950,3,1.9551754133677985,323,0.14289148980153757,0.09743366498268974,573,185079,258,static,ATCCR1,NA,"CCR1--cinnamoyl coa reductase 1,   IRX4--IRREGULAR XYLEM 4"
AT5G05805,3,2.5324676337153065,170,0.09417838329590353,0.9110879019409648,1090,185300,259,static,NA,NA,NA
AT2G29750,1,1.3023579211949459,787,1.3144444980811638,4.8146988915298e-5,236,185732,260,up,UGT71C1,UDP-glucosyl transferase 71C1,NA
AT2G22240,3,1.3686392800914866,718,1.245925107587508,1.7990971688062606e-4,259,185962,261,up,ATIPS2,INOSITOL 3-PHOSPHATE SYNTHASE 2,"ATMIPS2--MYO-INOSITOL-1-PHOSTPATE SYNTHASE 2,   MIPS2--myo-inositol-1-phosphate synthase 2"
AT3G04730,4,3.741459299399538,37,0.0029710739993589444,0.9999650917215911,5030.5,186128.5,262,static,IAA16,indoleacetic acid-induced protein 16,NA
AT4G21410,2,1.3361528072141209,752,0.980505702120458,9.411630735487617e-5,248,186496,263,static,CRK29,cysteine-rich RLK (RECEPTOR-like protein kinase) 29,NA
AT1G17970,1,1.08508519339221,1025,1.171274692508213,4.017808848579021e-6,186,190650,264,up,NA,NA,NA
AT1G48990,2,1.8836139886862724,359,0.7864765119916068,0.06503212070737954,532,190988,265,static,NA,NA,NA
AT3G13682,6,3.650252083398898,38,0.0030243798108914527,0.9999650917215911,5030.5,191159,266,static,LDL2,LSD1-like2,NA
AT2G24800,1,1.4806664711783455,619,2.4482708790988186,0.0016785261825022003,314,194366,267,up,NA,NA,NA
AT1G07430,5,1.6694275762388358,477,1.9839907235259218,0.01140063608336755,409.5,195331.5,268,up,AIP1,AKT1 interacting protein phosphatase 1,"AtAIP1--NA,   HAI2--highly ABA-induced PP2C gene 2,   HON--HONSU (Korean for abnormal drowsiness)"
AT1G08930,5,3.643220430367068,39,0.019013357204993003,0.9999650917215911,5030.5,196189.5,269,static,ERD6,EARLY RESPONSE TO DEHYDRATION 6,NA
AT1G07273,1,1.949030329272346,327,0.6613937717380857,0.12439708557845981,600,196200,270,static,NA,NA,NA
AT2G38180,2,1.5435695124600162,573,0.854261860768543,0.003671608769741082,347,198831,271,static,NA,NA,NA
AT5G58650,7,3.6398529591026034,40,0.0178727110246741,0.9999650917215911,5030.5,201220,272,static,PSY1,plant peptide containing sulfated tyrosine 1,NA
AT4G36700,1,1.3332095497104755,757,2.8275306762572185,2.1711073160944006e-4,266,201362,273,up,NA,NA,NA
AT3G21352,4,0.7711201112695463,1734,2.432494124317253,2.289131121652556e-9,117,202878,274,up,NA,NA,NA
AT2G44460,1,1.460244753682046,638,2.2016635321256426,0.0018281244225944438,318,202884,275,up,BGLU28,beta glucosidase 28,NA
AT5G38740,3,1.9787313078125626,307,0.40508853609402484,0.197281493890508,664,203848,276,static,AGL77,AGAMOUS-like 77,NA
AT4G37640,3,2.0543484761950612,276,0.09735594523139234,0.32616150352843415,741,204516,277,static,ACA2,calcium ATPase 2,NA
AT3G29032,3,2.0115179022823275,292,0.3751872631092132,0.2568342468618759,702,204984,278,static,NA,NA,NA
AT5G11530,4,3.6272776730774607,41,0.0013639750638354434,0.9999650917215911,5030.5,206250.5,279,static,EMF1,embryonic flower 1,NA
AT3G57620,1,0.5193234064814866,2518,6.609449033712494,9.543180916691412e-13,82,206476,280,up,NA,NA,NA
AT2G21650,2,1.5413583577838283,574,1.5086257434000077,0.005485889025420954,360,206640,281,up,ATRL2,ARABIDOPSIS RAD-LIKE 2,"MEE3--MATERNAL EFFECT EMBRYO ARREST 3,   RSM1--RADIALIS-LIKE SANT/MYB 1"
AT5G55630,3,1.71077439224945,453,0.41262704331411393,0.022201401156785542,460,208380,282,static,ATKCO1,NA,"ATTPK1--TANDEM PORE K+ CHANNEL 1,   KCO1--CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 1,   KCO1--TWO PORE K CHANNEL,   TPK1--TWO PORE K CHANNEL 1"
AT4G18210,2,1.1952780254593156,880,1.8552776721135245,5.4393877135202835e-5,240,211200,283,up,ATPUP10,purine permease 10,PUP10--purine permease 10
AT1G04650,3,1.5876303637958646,543,1.0261114125497894,0.009293232148779548,389,211227,284,up,FLIP,FIDGETIN-LIKE-1 INTERACTING PROTEIN,NA
AT4G00270,1,0.1928608717967954,4156,1.5165155021970362,3.743858893931714e-18,51,211956,285,up,GeBP,GL1 enhancer binding protein,STKR1--STOREKEEPER RELATED 1
AT3G52950,1,1.3703348737932817,715,0.6331132640838817,9.62257543566297e-4,297,212355,286,static,NA,NA,NA
AT3G09520,1,1.0692176266399838,1048,1.0609509919535192,8.770598537231748e-6,204,213792,287,up,ATEXO70H4,exocyst subunit exo70 family protein H4,EXO70H4--exocyst subunit exo70 family protein H4
AT4G30070,6,1.5611151177271443,563,1.5085716719447735,0.008074220166857294,381,214503,288,up,LCR59,low-molecular-weight cysteine-rich 59,NA
AT1G31355,3,1.2955490452132996,795,0.6821259507899443,2.672514463948919e-4,270,214650,289,static,NA,NA,NA
AT2G08950,5,3.59830152405054,43,0.016454204615685888,0.9999650917215911,5030.5,216311.5,290,static,NA,NA,NA
AT1G66160,2,2.0234142449726384,287,0.11136091642150252,0.34533255111145533,756,216972,291,static,ATCMPG1,NA,"CMPG1--CYS, MET, PRO, and GLY protein 1"
AT5G35870,2,0.8368248604439437,1555,4.581603641337179,6.66093895252728e-8,140,217700,292,up,NA,NA,NA
AT1G78080,10,1.064692495559367,1062,1.0794619420234,8.817002783474223e-6,205,217710,293,up,AtWIND1,NA,"RAP2.4--related to AP2 4,   WIND1--wound induced dedifferentiation 1"
AT5G41761,1,0.5165682902633865,2525,3.4104443018532247,1.096359230033581e-11,87,219675,294,up,NA,NA,NA
AT2G31985,2,1.3300977745279943,762,1.406034237291963,6.249684314088603e-4,289,220218,295,up,NA,NA,NA
AT1G17150,1,1.7063100551311825,455,1.4540997699776221,0.037256698594828934,484,220220,296,up,NA,NA,NA
AT3G58800,3,1.578569408494739,549,1.020859601978645,0.01074364454566485,402,220698,297,up,NA,NA,NA
AT4G06280,2,4.337143917106864,19,0,NA,11644,221236,298,static,NA,NA,NA
AT5G57123,3,1.4593004094734543,639,1.609533962109421,0.00398072846343415,350,223650,299,up,NA,NA,NA
AT3G53550,3,1.8450647301391874,375,0.7091067699098246,0.11714746925134602,596.5,223687.5,300,static,NA,NA,NA
AT4G12450,1,0.47471112778000274,2668,2.448090265797628,2.307612787110392e-12,84,224112,301,up,NA,NA,NA
AT4G30270,4,1.6784936228691512,471,0.5075212467891017,0.03718934608556071,482,227022,302,static,MERI-5,MERISTEM 5,"MERI5B--meristem-5,   SEN4--SENESCENCE 4,   XTH24--xyloglucan endotransglucosylase/hydrolase 24"
AT5G55250,1,1.815610101004333,395,0.5046531103545652,0.10130243347092992,575.5,227322.5,303,static,AtIAMT1,NA,IAMT1--IAA carboxylmethyltransferase 1
AT4G31820,2,0.5181113076057334,2521,0.9699580513321602,3.542569464063901e-11,91,229411,304,static,ENP,ENHANCER OF PINOID,"MAB4--MACCHI-BOU 4,   NPY1--NAKED PINS IN YUC MUTANTS 1"
AT1G22570,3,1.4633655859313586,634,1.0879274820782758,0.00659693075062377,367,232678,305,up,NA,NA,NA
AT1G70210,2,1.1423983885044144,956,0.738496767596921,7.270812189950765e-5,244,233264,306,static,ATCYCD1;1,NA,CYCD1;1--CYCLIN D1;1
AT4G33560,2,1.0606622526497551,1071,1.31306661870622,2.6545748902084e-5,220,235620,307,up,WIP5,Wound-induced polypeptide 5,NA
AT4G39130,2,1.4061072648865551,682,2.603368862963571,0.0038073422672409048,348,237336,308,up,NA,NA,NA
AT5G04405,2,1.7830559153329868,416,0.7804334291380534,0.09690929622819586,571,237536,309,static,NA,NA,NA
AT1G19180,5,3.543535401649329,48,0.0015407414798023606,0.9999650917215911,5030.5,241464,310,static,AtJAZ1,NA,"JAZ1--jasmonate-zim-domain protein 1,   TIFY10A--NA"
AT3G09220,2,1.4011077323334034,688,2.1070193601572926,0.004040157380116341,351.5,241832,311,up,LAC7,laccase 7,NA
AT5G13330,4,0.2340392806570058,3822,1.7895362167171702,4.862695189373606e-15,64,244608,312,up,Rap2.6L,related to AP2 6l,NA
AT1G74675,3,1.5297457255757403,583,2.2613217203308604,0.013714758576636463,420.5,245151.5,313,up,NA,NA,NA
AT3G05980,2,2.0114416470557046,293,0.13394586420816243,0.4888915860195034,841,246413,314,static,NA,NA,NA
AT3G60286,3,1.2228913757696427,862,1.1304849888090935,7.789080160370571e-4,293,252566,315,up,NA,NA,NA
AT1G53680,2,1.4732001167106987,625,0.872623320610329,0.011653752625635934,412,257500,316,static,ATGSTU28,glutathione S-transferase TAU 28,GSTU28--glutathione S-transferase TAU 28
AT3G55100,2,2.1090155904334833,250,0.09151094592947243,0.8094469734398302,1032,258000,317,static,ABCG17,ATP-binding cassette G17,NA
AT3G45260,3,1.6019934915503808,527,0.7793071981169027,0.04034542876577047,492,259284,318,static,BIB,BALDIBIS,NA
AT3G59900,3,0.7710260544607676,1737,1.2843211012802662,1.8547560961738884e-7,151,262287,319,up,ARGOS,AUXIN-REGULATED GENE INVOLVED IN ORGAN SIZE,NA
AT4G11800,1,0.8789671828984649,1438,0.6653834441832588,3.3651190584598128e-6,183,263154,320,static,NA,NA,NA
AT4G25770,1,1.7085866797287173,454,0.17889117661349085,0.1046158761429645,584,265136,321,static,NA,NA,NA
AT3G23740,3,3.496130558436369,53,-2.2903548446748516e-4,0.9999650917215911,5030.5,266616.5,322,static,NA,NA,NA
AT1G29680,1,1.3849562835060476,697,1.2565217135549414,0.008658688884671473,386,269042,323,up,NA,NA,NA
AT4G27130,5,1.8294451701662335,387,0.02666670009438741,0.25351141601015853,698,270126,324,static,NA,NA,NA
AT1G48480,2,1.9403400017318335,333,0.04078428217517729,0.45214091925602273,812,270396,325,static,RKL1,receptor-like kinase 1,NA
AT5G44255,3,1.4789992410034807,622,1.7491936252800018,0.016517071649806637,435,270570,326,up,NA,NA,NA
AT5G24910,1,1.1194633150922197,980,1.2907230837204198,3.981159288696594e-4,278,272440,327,up,CYP714A1,"cytochrome P450, family 714, subfamily A, polypeptide 1",ELA1--EUI-like p450 A1
AT3G13690,6,2.122857366021665,246,0.02628897931108763,0.9270070998129935,1110,273060,328,static,NA,NA,NA
AT5G65980,2,1.7370794112287198,440,0.3449696423174156,0.1553670153496775,625,275000,329,static,PILS7,PIN-LIKES 7,NA
AT4G23060,3,0.8682955859920475,1465,1.1064031197733344,4.201548272904624e-6,188,275420,330,up,IQD22,IQ-domain 22,NA
AT3G43430,3,1.6496026456808288,492,0.3982618480736283,0.09128342591877628,561,276012,331,static,NA,NA,NA
AT3G10720,3,1.9850263991149042,305,0.0867893035790014,0.618238464815358,909,277245,332,static,NA,NA,NA
AT3G62040,1,1.3119455599208225,777,1.1703897478800742,0.00540796418618056,359,278943,333,up,NA,NA,NA
AT4G24780,1,1.820472751052315,392,0.13184602451128044,0.2881507191734516,715.5,280476,334,static,PLL19,NA,NA
AT2G01420,7,1.4991918648928142,611,0.6673107915826548,0.024009366553754463,465,284115,335,static,ATPIN4,ARABIDOPSIS PIN-FORMED 4,PIN4--PIN-FORMED 4
AT5G19230,5,3.4289585209230795,57,0.0027341966515880313,0.9999650917215911,5030.5,286738.5,336,static,NA,NA,NA
AT1G69530,4,0.9277230368385471,1325,1.5773953967064287,1.9091667952729132e-5,217,287525,337,up,AT-EXP1,NA,"ATEXP1--NA,   ATEXPA1--expansin A1,   ATHEXP ALPHA 1.2--NA,   EXP1--EXPANSIN 1,   EXPA1--expansin A1"
AT5G22890,2,1.5161951574790962,594,0.9471296966624779,0.03805117311891257,486,288684,338,static,STOP2,sensitive to proton rhizotoxicity 2,NA
AT2G36890,1,0.8446350935361758,1535,1.3766329918555145,4.581320079024197e-6,189,290115,339,up,ATMYB38,MYB DOMAIN PROTEIN 38,"BIT1--BLUE INSENSITIVE TRAIT 1,   MYB38--MYB DOMAIN PROTEIN 38,   RAX2--REGULATOR OF AXILLARY MERISTEMS 2"
AT2G08675,4,3.4154319926955434,58,0.05408798454791205,0.9999650917215911,5030.5,291769,340,static,NA,NA,NA
AT1G35560,3,1.7688586141626703,423,0.13235874117064478,0.25107782786019567,693.5,293350.5,341,static,AtTCP23,NA,TCP23--TCP domain protein 23
AT1G74710,1,0.1965505244591382,4119,1.849823336072591,1.159818769447294e-13,71.5,294508.5,342,up,ATICS1,ARABIDOPSIS ISOCHORISMATE SYNTHASE 1,"EDS16--ENHANCED DISEASE SUSCEPTIBILITY TO ERYSIPHE ORONTII 16,   ICS1--ISOCHORISMATE SYNTHASE 1,   SID2--SALICYLIC ACID INDUCTION DEFICIENT 2"
AT4G37300,2,1.3739610933108124,712,0.72344985185199,0.011984102941413385,417,296904,343,static,MEE59,maternal effect embryo arrest 59,NA
AT4G28190,2,0.5937476748954829,2282,1.0901991157072073,2.3652577799098646e-8,131,298942,344,up,ULT,ULTRAPETALA,ULT1--ULTRAPETALA1
